3058	,
3115	,
3172	,
3230	,
3289	,
3348	,
3407	,
3467	,
3527	,
3588	,
3649	,
3710	,
3772	,
3834	,
3897	,
3960	,
4023	,
4087	,
4150	,
4214	,
4278	,
4343	,
4408	,
4474	,
4540	,
4606	,
4672	,
4738	,
4805	,
4871	,
4938	,
5006	,
5073	,
5141	,
5209	,
5278	,
5346	,
5415	,
5484	,
5553	,
5622	,
5690	,
5760	,
5829	,
5899	,
5968	,
6038	,
6107	,
6177	,
6247	,
6317	,
6387	,
6457	,
6527	,
6596	,
6666	,
6736	,
6806	,
6875	,
6945	,
7015	,
7084	,
7154	,
7223	,
7292	,
7360	,
7429	,
7498	,
7566	,
7634	,
7703	,
7771	,
7838	,
7905	,
7972	,
8039	,
8105	,
8172	,
8238	,
8304	,
8369	,
8434	,
8498	,
8563	,
8626	,
8690	,
8753	,
8815	,
8877	,
8939	,
9000	,
9061	,
9121	,
9180	,
9239	,
9298	,
9356	,
9414	,
9471	,
9527	,
9583	,
9639	,
9693	,
9747	,
9800	,
9852	,
9904	,
9955	,
10006	,
10056	,
10105	,
10153	,
10200	,
10247	,
10293	,
10338	,
10383	,
10426	,
10469	,
10511	,
10551	,
10592	,
10631	,
10669	,
10707	,
10744	,
10779	,
10814	,
10847	,
10880	,
10912	,
10942	,
10972	,
11001	,
11028	,
11054	,
11080	,
11104	,
11127	,
11151	,
11171	,
11191	,
11211	,
11228	,
11245	,
11261	,
11275	,
11288	,
11301	,
11311	,
11321	,
11330	,
11336	,
11342	,
11348	,
11351	,
11353	,
11355	,
11354	,
11352	,
11350	,
11345	,
11340	,
11335	,
11325	,
11316	,
11306	,
11293	,
11279	,
11265	,
11248	,
11230	,
11212	,
11191	,
11169	,
11147	,
11121	,
11096	,
11069	,
11039	,
11009	,
10978	,
10944	,
10910	,
10874	,
10836	,
10797	,
10757	,
10714	,
10671	,
10627	,
10579	,
10532	,
10483	,
10431	,
10379	,
10325	,
10269	,
10213	,
10155	,
10094	,
10034	,
9971	,
9906	,
9840	,
9773	,
9704	,
9634	,
9562	,
9488	,
9414	,
9337	,
9259	,
9180	,
9099	,
9016	,
8933	,
8847	,
8759	,
8672	,
8581	,
8490	,
8398	,
8303	,
8206	,
8110	,
8010	,
7910	,
7810	,
7706	,
7601	,
7497	,
7388	,
7280	,
7171	,
7058	,
6945	,
6831	,
6715	,
6598	,
6481	,
6359	,
6238	,
6117	,
5992	,
5867	,
5741	,
5612	,
5484	,
5354	,
5222	,
5089	,
4955	,
4819	,
4683	,
4545	,
4406	,
4266	,
4125	,
3982	,
3839	,
3695	,
3549	,
3402	,
3255	,
3105	,
2956	,
2805	,
2653	,
2500	,
2346	,
2191	,
2036	,
1879	,
1721	,
1563	,
1404	,
1243	,
1083	,
921	,
758	,
595	,
430	,
265	,
99	,
-66	,
-233	,
-399	,
-568	,
-737	,
-906	,
-1076	,
-1247	,
-1417	,
-1589	,
-1761	,
-1934	,
-2107	,
-2280	,
-2453	,
-2627	,
-2801	,
-2975	,
-3150	,
-3325	,
-3500	,
-3676	,
-3851	,
-4027	,
-4203	,
-4379	,
-4554	,
-4731	,
-4907	,
-5083	,
-5259	,
-5435	,
-5611	,
-5786	,
-5962	,
-6137	,
-6312	,
-6487	,
-6662	,
-6836	,
-7010	,
-7184	,
-7357	,
-7530	,
-7703	,
-7874	,
-8046	,
-8217	,
-8387	,
-8557	,
-8727	,
-8895	,
-9063	,
-9231	,
-9397	,
-9563	,
-9729	,
-9893	,
-10056	,
-10219	,
-10380	,
-10542	,
-10702	,
-10860	,
-11019	,
-11175	,
-11331	,
-11486	,
-11640	,
-11792	,
-11944	,
-12094	,
-12242	,
-12391	,
-12537	,
-12682	,
-12826	,
-12969	,
-13109	,
-13250	,
-13388	,
-13525	,
-13662	,
-13795	,
-13927	,
-14059	,
-14188	,
-14315	,
-14443	,
-14566	,
-14689	,
-14811	,
-14930	,
-15047	,
-15165	,
-15278	,
-15391	,
-15505	,
-15612	,
-15720	,
-15827	,
-15930	,
-16032	,
-16134	,
-16230	,
-16327	,
-16423	,
-16513	,
-16603	,
-16693	,
-16777	,
-16861	,
-16944	,
-17022	,
-17100	,
-17177	,
-17249	,
-17320	,
-17391	,
-17456	,
-17521	,
-17585	,
-17644	,
-17702	,
-17759	,
-17811	,
-17863	,
-17913	,
-17959	,
-18004	,
-18048	,
-18086	,
-18125	,
-18161	,
-18193	,
-18225	,
-18254	,
-18279	,
-18305	,
-18327	,
-18345	,
-18363	,
-18378	,
-18390	,
-18402	,
-18410	,
-18415	,
-18419	,
-18420	,
-18418	,
-18416	,
-18410	,
-18401	,
-18393	,
-18380	,
-18364	,
-18349	,
-18329	,
-18308	,
-18286	,
-18259	,
-18230	,
-18201	,
-18168	,
-18133	,
-18099	,
-18059	,
-18017	,
-17976	,
-17930	,
-17882	,
-17834	,
-17782	,
-17728	,
-17674	,
-17615	,
-17556	,
-17496	,
-17431	,
-17366	,
-17300	,
-17229	,
-17158	,
-17087	,
-17011	,
-16935	,
-16858	,
-16776	,
-16695	,
-16613	,
-16526	,
-16439	,
-16352	,
-16260	,
-16169	,
-16076	,
-15980	,
-15884	,
-15787	,
-15686	,
-15585	,
-15484	,
-15379	,
-15274	,
-15168	,
-15059	,
-14950	,
-14840	,
-14727	,
-14614	,
-14501	,
-14385	,
-14269	,
-14152	,
-14033	,
-13913	,
-13793	,
-13671	,
-13548	,
-13425	,
-13301	,
-13176	,
-13050	,
-12923	,
-12795	,
-12667	,
-12538	,
-12409	,
-12279	,
-12148	,
-12017	,
-11885	,
-11752	,
-11620	,
-11486	,
-11352	,
-11219	,
-11085	,
-10950	,
-10816	,
-10681	,
-10545	,
-10410	,
-10274	,
-10139	,
-10003	,
-9867	,
-9731	,
-9596	,
-9460	,
-9324	,
-9188	,
-9053	,
-8918	,
-8782	,
-8648	,
-8513	,
-8379	,
-8245	,
-8112	,
-7978	,
-7846	,
-7713	,
-7581	,
-7450	,
-7320	,
-7189	,
-7060	,
-6931	,
-6803	,
-6675	,
-6548	,
-6421	,
-6296	,
-6171	,
-6047	,
-5924	,
-5802	,
-5680	,
-5560	,
-5440	,
-5321	,
-5204	,
-5087	,
-4971	,
-4857	,
-4743	,
-4630	,
-4520	,
-4409	,
-4300	,
-4192	,
-4085	,
-3979	,
-3875	,
-3772	,
-3670	,
-3570	,
-3470	,
-3372	,
-3276	,
-3180	,
-3086	,
-2993	,
-2901	,
-2811	,
-2723	,
-2635	,
-2550	,
-2466	,
-2382	,
-2301	,
-2222	,
-2142	,
-2066	,
-1991	,
-1916	,
-1844	,
-1773	,
-1702	,
-1635	,
-1569	,
-1502	,
-1440	,
-1379	,
-1317	,
-1260	,
-1202	,
-1145	,
-1093	,
-1040	,
-988	,
-940	,
-892	,
-844	,
-800	,
-757	,
-714	,
-676	,
-637	,
-599	,
-565	,
-531	,
-497	,
-468	,
-438	,
-409	,
-384	,
-359	,
-334	,
-314	,
-293	,
-273	,
-257	,
-241	,
-226	,
-213	,
-201	,
-190	,
-182	,
-174	,
-167	,
-164	,
-160	,
-157	,
-157	,
-157	,
-158	,
-162	,
-165	,
-171	,
-178	,
-186	,
-195	,
-206	,
-217	,
-230	,
-244	,
-258	,
-274	,
-291	,
-308	,
-328	,
-348	,
-369	,
-391	,
-414	,
-437	,
-461	,
-487	,
-513	,
-540	,
-568	,
-596	,
-626	,
-656	,
-687	,
-719	,
-751	,
-783	,
-817	,
-852	,
-886	,
-922	,
-958	,
-994	,
-1032	,
-1069	,
-1107	,
-1146	,
-1185	,
-1224	,
-1264	,
-1304	,
-1344	,
-1385	,
-1426	,
-1467	,
-1509	,
-1550	,
-1592	,
-1634	,
-1677	,
-1719	,
-1762	,
-1805	,
-1847	,
-1890	,
-1932	,
-1975	,
-2017	,
-2059	,
-2101	,
-2143	,
-2186	,
-2228	,
-2269	,
-2311	,
-2352	,
-2393	,
-2434	,
-2474	,
-2515	,
-2555	,
-2595	,
-2634	,
-2673	,
-2711	,
-2749	,
-2787	,
-2824	,
-2861	,
-2897	,
-2933	,
-2968	,
-3002	,
-3036	,
-3070	,
-3103	,
-3136	,
-3167	,
-3198	,
-3229	,
-3258	,
-3287	,
-3316	,
-3343	,
-3371	,
-3397	,
-3422	,
-3447	,
-3470	,
-3493	,
-3516	,
-3538	,
-3558	,
-3579	,
-3598	,
-3616	,
-3634	,
-3650	,
-3666	,
-3682	,
-3695	,
-3708	,
-3720	,
-3731	,
-3742	,
-3752	,
-3760	,
-3767	,
-3774	,
-3779	,
-3783	,
-3788	,
-3790	,
-3792	,
-3793	,
-3792	,
-3791	,
-3789	,
-3785	,
-3781	,
-3777	,
-3770	,
-3763	,
-3756	,
-3746	,
-3736	,
